避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
新四ツ木橋地区東岸,130001,東京都,,東京都葛飾区小菅、東四つ木、堀切、四つ木,35.751255,139.817691
篠崎公園・江戸川緑地一帯,130001,東京都,,東京都江戸川区北小岩、篠崎町、東小岩、上篠崎、北篠崎,35.718197,139.901112
江戸川南部一帯,130001,東京都,,東京都江戸川区西葛西、南葛西、清新町、臨海町,35.651721,139.860454
亀戸・大島・小松川地区,130001,東京都,,東京都江東区大島、江戸川区小松川、平井,35.689844,139.849468
グリーンパーク,130001,東京都,,東京都武蔵野市吉祥寺北町、緑町、八幡町,35.717980,139.563179
白鬚東地区,130001,東京都,,東京都墨田区堤通,35.732935,139.814451
都営文花一丁目住宅一帯,130001,東京都,,東京都墨田区文花,35.708737,139.822234
清澄庭園,130001,東京都,,東京都江東区清澄,35.679241,139.796571
東京海洋大学一帯,130001,東京都,,東京都江東区越中島,35.669731,139.790134
亀戸中央公園,130001,東京都,,東京都江東区亀戸,35.700808,139.836783
都営東砂二丁目住宅一帯,130001,東京都,,東京都江東区東砂,35.684778,139.843250
玉川野毛町公園一帯,130001,東京都,,東京都世田谷区野毛,35.604902,139.642950
王子五丁目団地一帯,130001,東京都,,東京都北区王子,35.764623,139.734347
中台三丁目地区,130001,東京都,,東京都板橋区中台,35.773755,139.680300
江北六丁目団地一帯,130001,東京都,,東京都足立区江北,35.780674,139.766127
花畑団地一帯,130001,東京都,,東京都足立区花畑,35.806903,139.810365
新小岩公園・平井大橋地区,130001,東京都,,東京都葛飾区西新小岩,35.716330,139.852881
木場公園一帯,130001,東京都,,東京都江東区木場、千石、東陽、平野、三好,35.672989,139.808189
都立尾久の原公園一帯,130001,東京都,,東京都荒川区東尾久、町屋,35.751257,139.774696
中川公園一帯・大谷田団地一帯,130001,東京都,,東京都足立区大谷田、中川,35.775453,139.846462
新川ツインビル地区,130001,東京都,,東京都中央区新川,35.674497,139.784437
佃リバーシティ地区,130001,東京都,,東京都中央区佃,35.669372,139.784976
両国地区,130001,東京都,,東京都墨田区横網,35.697830,139.794069
亀戸二丁目団地一帯,130001,東京都,,東京都江東区亀戸,35.700129,139.821210
成城学園一帯,130001,東京都,,東京都世田谷区成城,35.643486,139.601130
蚕糸の森公園一帯,130001,東京都,,東京都杉並区和田,35.697040,139.656809
飛鳥山公園,130001,東京都,,東京都北区王子、西ケ原,35.751148,139.738416
北運動公園一帯,130001,東京都,,東京都北区神谷、志茂,35.773899,139.728013
都立汐入公園一帯,130001,東京都,,東京都荒川区南千住,35.736595,139.809979
武蔵大学,130001,東京都,,東京都練馬区豊玉上,35.736726,139.667172
豊島園,130001,東京都,,東京都練馬区向山、春日町,35.744982,139.644723
上千葉砂原公園一帯,130001,東京都,,東京都葛飾区西亀有,35.758513,139.840920
小石川植物園,130001,東京都,,東京都文京区白山,35.719818,139.744307
荒川・四ツ木橋緑地,130001,東京都,,東京都墨田区墨田、東墨田、八広,35.729089,139.829571
墨田区役所・隅田公園自由広場一帯,130001,東京都,,東京都墨田区吾妻橋、向島,35.714403,139.805418
錦糸公園,130001,東京都,,東京都墨田区錦糸,35.699023,139.816427
立花一丁目団地一帯,130001,東京都,,東京都墨田区立花,35.705249,139.830278
林試の森公園,130001,東京都,,東京都品川区小山台、目黒区下目黒,35.625327,139.701772
戸越公園一帯,130001,東京都,,東京都品川区豊町,35.610674,139.721460
恵比寿ガーデンプレイス,130001,東京都,,東京都目黒区三田、渋谷区恵比寿,35.642023,139.714262
国士舘大学一帯,130001,東京都,,東京都世田谷区梅丘、世田谷、若林,35.647892,139.653404
きたみふれあい広場一帯,130001,東京都,,東京都世田谷区喜多見,35.638330,139.588666
学芸大学附属高校一帯,130001,東京都,,東京都世田谷区下馬,35.634277,139.677290
烏山北住宅・日本女子体育大学一帯,130001,東京都,,東京都世田谷区北烏山,35.676369,139.589017
井草森公園一帯,130001,東京都,,東京都杉並区井草,35.727176,139.611907
平和の森公園一帯,130001,東京都,,東京都中野区新井,35.716273,139.661963
東京大学附属中等教育学校一帯,130001,東京都,,東京都中野区南台,35.685325,139.673807
隅田公園一帯,130001,東京都,,東京都台東区浅草、今戸、花川戸,35.713650,139.801312
清水坂公園一帯,130001,東京都,,東京都北区十条仲原、中十条,35.768506,139.721327
船堀一丁目住宅一帯,130001,東京都,,東京都江戸川区船堀、東小松川、松江,35.686054,139.862916
都立葛西工業高校・西瑞江住宅一帯,130001,東京都,,東京都江戸川区西瑞江、春江町,35.679631,139.876689
行船公園・宇喜田住宅一帯,130001,東京都,,東京都江戸川区北葛西,35.675450,139.856816
天王洲アイル周辺,130001,東京都,,東京都品川区東品川,35.616003,139.749266
都立武蔵丘高校一帯,130001,東京都,,東京都中野区上鷺宮,35.727838,139.630035
白鷺一丁目地区,130001,東京都,,東京都中野区白鷺、若宮,35.719798,139.639854
都営幸町アパート一帯,130001,東京都,,東京都板橋区大山西町、幸町,35.745549,139.696296
千寿第八小学校一帯,130001,東京都,,東京都足立区千住曙町、千住関屋町,35.742784,139.810923
都立江北高校一帯,130001,東京都,,東京都足立区弘道、西綾瀬,35.766684,139.819813
竹の塚第一団地一帯,130001,東京都,,東京都足立区竹の塚,35.792069,139.800522
都営西保木間四丁目アパート一帯,130001,東京都,,東京都足立区竹の塚、西保木間,35.804129,139.796502
フレール西新井中央公園一帯,130001,東京都,,東京都足立区西新井,35.788466,139.779535
江北平成公園一帯,130001,東京都,,東京都足立区江北,35.774134,139.764938
区役所・青戸団地一帯,130001,東京都,,東京都葛飾区青戸、立石,35.746838,139.849859
江戸川清掃工場一帯,130001,東京都,,東京都江戸川区江戸川,35.684907,139.903427
多摩川河川敷・二子橋一帯,130001,東京都,,東京都世田谷区宇奈根、鎌田、喜多見、玉川,35.614524,139.619971
多摩川河川敷・田園調布先一帯,130001,東京都,,東京都大田区田園調布、世田谷区上野毛、玉堤、野毛,35.605325,139.634677
善福寺公園・東京女子大学一帯,130001,東京都,,東京都杉並区善福寺,35.715244,139.590321
井草八幡宮一帯,130001,東京都,,東京都杉並区善福寺,35.714922,139.590782
都営保木間第５アパート一帯,130001,東京都,,東京都足立区南花畑,35.796349,139.812347
総合スポーツセンター一帯,130001,東京都,,東京都足立区東保木間,35.791000,139.813958
区立中川北小学校・都営六ツ木町アパート一帯,130001,東京都,,東京都足立区六木,35.789708,139.839317
区立辰沼小学校・都営辰沼町アパート一帯,130001,東京都,,東京都足立区辰沼、谷中,35.783530,139.835372
セシオン杉並・妙法寺一帯,130001,東京都,,東京都杉並区梅里、堀ノ内,35.696999,139.653955
目白台運動公園付近一帯,130001,東京都,,東京都文京区関口、目白台,35.712042,139.725869
区立青井小中学校・都営青井三丁目アパート一帯,130001,東京都,,東京都足立区青井,35.772078,139.820081
栗原団地一帯,130001,東京都,,東京都足立区栗原,35.783132,139.788599
竹の塚小学校一帯,130001,東京都,,東京都足立区竹の塚、六月,35.789398,139.790023
竹ノ塚駅東口・竹の塚センター一帯,130001,東京都,,東京都足立区竹の塚,35.792683,139.794716
区立第十四中学校一帯,130001,東京都,,東京都足立区西竹の塚,35.791834,139.788847
区立舎人第一小学校・都営舎人町アパート一帯,130001,東京都,,東京都足立区舎人,35.814164,139.764987
区立北鹿浜小学校一帯,130001,東京都,,東京都足立区鹿浜,35.785508,139.754494
都営花畑第４アパート一帯,130001,東京都,,東京都足立区花畑,35.812721,139.821445
宮城ファミリー公園・江南中学校一帯,130001,東京都,,東京都足立区宮城,35.757906,139.754420
ハートアイランド新田一帯,130001,東京都,,東京都足立区新田,35.770919,139.747783
